,DEPTH,ROP,GR,CALI,BS,RD,RT,RM,NPHI,RHOB,DRHO,DT,PEF,label
25772,2765.7,39.877,28.64,8.625,8.5,0.441,0.423,0.423,0.274,2.199,0.054,101.554,5.086,0
25773,2765.8,39.901,28.672,8.578,8.5,0.445,0.428,0.428,0.279,2.198,0.054,101.675,5.121,0
25774,2765.9,39.924,29.259,8.578,8.5,0.451,0.428,0.428,0.281,2.197,0.053,101.807,5.218,0
25775,2766.0,39.947,28.67,8.625,8.5,0.447,0.425,0.425,0.284,2.196,0.052,101.881,5.337,0
25776,2766.1,39.98,27.667,8.625,8.5,0.444,0.417,0.417,0.286,2.195,0.051,102.017,5.435,0
25777,2766.2,40.012,25.828,8.578,8.5,0.441,0.414,0.414,0.282,2.195,0.049,102.25,5.503,0
25778,2766.3,40.044,27.551,8.578,8.5,0.439,0.41,0.41,0.277,2.194,0.048,102.373,5.538,0
25779,2766.4,40.031,28.711,8.578,8.5,0.432,0.402,0.402,0.276,2.193,0.047,102.438,5.522,0
25780,2766.5,40.019,28.683,8.578,8.5,0.427,0.392,0.392,0.277,2.19,0.047,102.424,5.451,0
25781,2766.6,40.006,29.174,8.578,8.5,0.424,0.389,0.389,0.277,2.188,0.049,102.148,5.355,0
25782,2766.7,40.002,28.971,8.578,8.5,0.42,0.382,0.382,0.275,2.185,0.051,101.798,5.271,0
25783,2766.8,39.998,27.896,8.578,8.5,0.425,0.385,0.385,0.272,2.184,0.052,101.402,5.208,0
25784,2766.9,39.994,27.802,8.578,8.5,0.428,0.386,0.386,0.27,2.182,0.053,101.331,5.147,0
25785,2767.0,40.009,27.622,8.578,8.5,0.429,0.384,0.384,0.27,2.18,0.052,101.459,5.079,0
25786,2767.1,40.023,27.364,8.578,8.5,0.422,0.384,0.384,0.268,2.178,0.051,101.902,5.023,0
25787,2767.2,40.038,26.657,8.578,8.5,0.422,0.384,0.384,0.263,2.175,0.05,102.28,4.998,0
25788,2767.3,40.057,26.958,8.578,8.5,0.422,0.384,0.384,0.254,2.172,0.049,102.582,5.005,0
25789,2767.4,40.076,27.343,8.625,8.5,0.412,0.376,0.376,0.25,2.171,0.049,102.683,5.033,0
25790,2767.5,40.095,27.121,8.578,8.5,0.407,0.368,0.368,0.252,2.172,0.051,102.698,5.073,0
25791,2767.6,40.033,26.873,8.578,8.5,0.402,0.36,0.36,0.253,2.173,0.054,102.687,5.114,0
25792,2767.7,39.971,29.136,8.578,8.5,0.399,0.349,0.349,0.255,2.172,0.054,102.749,5.138,0
25793,2767.8,39.909,29.298,8.578,8.5,0.398,0.347,0.347,0.257,2.169,0.054,102.835,5.138,0
25794,2767.9,39.932,27.785,8.578,8.5,0.399,0.352,0.352,0.258,2.167,0.053,102.937,5.125,0
25795,2768.0,39.955,27.38,8.578,8.5,0.398,0.352,0.352,0.26,2.165,0.052,103.057,5.115,0
25796,2768.1,39.978,27.518,8.578,8.5,0.397,0.354,0.354,0.264,2.165,0.052,103.242,5.117,0
25797,2768.2,39.83,28.6,8.578,8.5,0.397,0.362,0.362,0.268,2.164,0.052,103.457,5.13,0
25798,2768.3,39.682,27.801,8.578,8.5,0.399,0.364,0.364,0.27,2.163,0.052,103.463,5.142,0
25799,2768.4,39.535,27.835,8.578,8.5,0.398,0.368,0.368,0.27,2.163,0.052,103.6,5.142,0
25800,2768.5,39.703,28.768,8.578,8.5,0.398,0.367,0.367,0.272,2.166,0.054,103.838,5.131,0
25801,2768.6,39.87,27.512,8.578,8.5,0.398,0.363,0.363,0.272,2.169,0.055,103.466,5.113,0
25802,2768.7,40.036,27.511,8.578,8.5,0.396,0.359,0.359,0.27,2.172,0.056,103.259,5.099,0
25803,2768.8,40.024,27.638,8.625,8.5,0.395,0.356,0.356,0.265,2.173,0.056,103.222,5.095,0
25804,2768.9,40.011,28.497,8.578,8.5,0.391,0.349,0.349,0.265,2.171,0.056,102.98,5.097,0
25805,2769.0,39.999,27.76,8.578,8.5,0.39,0.345,0.345,0.264,2.169,0.056,102.79,5.103,0
25806,2769.1,39.983,29.328,8.578,8.5,0.389,0.346,0.346,0.264,2.169,0.056,102.674,5.119,0
25807,2769.2,39.968,28.638,8.578,8.5,0.389,0.345,0.345,0.266,2.17,0.057,102.514,5.153,0
25808,2769.3,39.953,28.034,8.578,8.5,0.389,0.344,0.344,0.267,2.171,0.057,102.488,5.2,0
25809,2769.4,39.891,27.764,8.578,8.5,0.391,0.344,0.344,0.267,2.172,0.057,102.67,5.231,0
25810,2769.5,39.83,28.643,8.625,8.5,0.39,0.346,0.346,0.263,2.174,0.056,102.853,5.228,0
25811,2769.6,39.768,28.219,8.625,8.5,0.39,0.344,0.344,0.267,2.177,0.056,103.013,5.203,0
25812,2769.7,39.751,28.08,8.578,8.5,0.39,0.342,0.342,0.268,2.18,0.057,103.128,5.186,0
25813,2769.8,39.735,28.188,8.578,8.5,0.385,0.334,0.334,0.269,2.182,0.057,103.191,5.19,0
25814,2769.9,39.718,28.012,8.578,8.5,0.383,0.328,0.328,0.27,2.181,0.056,103.075,5.196,0
25815,2770.0,39.747,28.738,8.578,8.5,0.383,0.326,0.326,0.267,2.178,0.053,102.568,5.18,0
25816,2770.1,39.776,29.588,8.625,8.5,0.383,0.327,0.327,0.269,2.174,0.05,102.251,5.142,0
25817,2770.2,39.805,28.902,8.578,8.5,0.384,0.33,0.33,0.267,2.172,0.049,102.008,5.101,0
25818,2770.3,39.821,28.377,8.578,8.5,0.385,0.337,0.337,0.267,2.171,0.048,101.82,5.071,0
25819,2770.4,39.837,27.749,8.578,8.5,0.388,0.339,0.339,0.266,2.172,0.048,101.753,5.046,0
25820,2770.5,39.854,25.904,8.578,8.5,0.39,0.337,0.337,0.267,2.173,0.049,101.673,5.018,0
25821,2770.6,39.899,25.073,8.578,8.5,0.393,0.338,0.338,0.268,2.176,0.049,101.371,4.995,0
25822,2770.7,39.945,25.24,8.578,8.5,0.397,0.345,0.345,0.268,2.18,0.051,101.423,4.988,0
25823,2770.8,39.99,26.234,8.578,8.5,0.397,0.346,0.346,0.268,2.184,0.052,101.643,4.994,0
25824,2770.9,40.002,26.302,8.578,8.5,0.399,0.346,0.346,0.267,2.184,0.052,101.87,5.002,0
25825,2771.0,40.013,26.104,8.578,8.5,0.402,0.343,0.343,0.266,2.182,0.051,102.159,5.017,0
25826,2771.1,40.025,27.337,8.578,8.5,0.405,0.346,0.346,0.266,2.181,0.049,102.445,5.048,0
25827,2771.2,39.998,28.376,8.578,8.5,0.408,0.349,0.349,0.268,2.181,0.049,102.435,5.09,0
25828,2771.3,39.972,27.71,8.563,8.5,0.412,0.353,0.353,0.272,2.181,0.05,102.273,5.111,0
25829,2771.4,39.945,27.442,8.578,8.5,0.415,0.361,0.361,0.271,2.18,0.051,102.011,5.097,0
25830,2771.5,39.929,26.646,8.578,8.5,0.419,0.357,0.357,0.27,2.178,0.051,101.861,5.061,0
25831,2771.6,39.912,28.208,8.578,8.5,0.421,0.353,0.353,0.268,2.177,0.053,101.776,5.03,0
25832,2771.7,39.895,28.488,8.578,8.5,0.428,0.355,0.355,0.266,2.177,0.054,101.751,5.022,0
25833,2771.8,39.869,28.969,8.578,8.5,0.428,0.355,0.355,0.265,2.177,0.055,101.947,5.039,0
25834,2771.9,39.843,28.846,8.578,8.5,0.429,0.355,0.355,0.267,2.176,0.055,102.1,5.066,0
25835,2772.0,39.816,28.213,8.578,8.5,0.435,0.357,0.357,0.269,2.176,0.056,102.206,5.098,0
25836,2772.1,39.855,27.354,8.578,8.5,0.436,0.357,0.357,0.272,2.175,0.057,102.289,5.129,0
25837,2772.2,39.893,26.32,8.578,8.5,0.435,0.349,0.349,0.273,2.173,0.057,102.452,5.149,0
25838,2772.3,39.931,28.297,8.578,8.5,0.433,0.343,0.343,0.276,2.171,0.056,102.719,5.138,0
25839,2772.4,39.93,27.803,8.578,8.5,0.428,0.336,0.336,0.281,2.168,0.054,103.083,5.102,0
25840,2772.5,39.928,28.091,8.594,8.5,0.422,0.342,0.342,0.286,2.165,0.052,103.34,5.065,0
25841,2772.6,39.926,28.704,8.578,8.5,0.422,0.34,0.34,0.29,2.163,0.05,103.421,5.053,0
25842,2772.7,39.969,28.473,8.578,8.5,0.411,0.349,0.349,0.289,2.16,0.049,103.517,5.067,0
25843,2772.8,40.011,27.441,8.578,8.5,0.407,0.35,0.35,0.286,2.159,0.049,103.707,5.098,0
25844,2772.9,40.053,26.43,8.625,8.5,0.403,0.352,0.352,0.28,2.158,0.049,104.071,5.137,0
25845,2773.0,40.041,26.495,8.625,8.5,0.393,0.345,0.345,0.278,2.157,0.049,104.612,5.169,0
25846,2773.1,40.029,26.751,8.625,8.5,0.379,0.335,0.335,0.277,2.155,0.048,105.191,5.18,0
25847,2773.2,40.017,26.838,8.609,8.5,0.363,0.325,0.325,0.28,2.153,0.048,105.769,5.166,0
25848,2773.3,40.036,27.495,8.578,8.5,0.348,0.323,0.323,0.281,2.151,0.048,106.353,5.142,0
25849,2773.4,40.055,27.166,8.578,8.5,0.342,0.317,0.317,0.281,2.149,0.047,106.863,5.124,0
25850,2773.5,40.074,27.794,8.578,8.5,0.33,0.318,0.318,0.28,2.148,0.047,107.145,5.114,0
25851,2773.6,40.047,29.896,8.625,8.5,0.322,0.31,0.31,0.276,2.146,0.047,107.488,5.112,0
25852,2773.7,40.021,30.442,8.625,8.5,0.315,0.292,0.292,0.273,2.145,0.046,107.8,5.109,0
25853,2773.8,39.995,29.048,8.609,8.5,0.31,0.285,0.285,0.273,2.144,0.047,107.896,5.109,0
25854,2773.9,39.979,27.533,8.578,8.5,0.305,0.278,0.278,0.278,2.143,0.048,107.92,5.109,0
25855,2774.0,39.963,29.486,8.625,8.5,0.298,0.274,0.274,0.28,2.143,0.05,107.893,5.116,0
25856,2774.1,39.947,29.831,8.625,8.5,0.292,0.283,0.283,0.282,2.143,0.052,107.77,5.133,0
25857,2774.2,39.971,30.249,8.625,8.5,0.286,0.29,0.29,0.282,2.142,0.053,107.568,5.157,0
25858,2774.3,39.994,30.911,8.625,8.5,0.28,0.29,0.29,0.283,2.14,0.054,107.347,5.179,0
25859,2774.4,40.018,30.492,8.625,8.5,0.273,0.288,0.288,0.287,2.139,0.053,107.373,5.203,0
25860,2774.5,40.014,29.528,8.625,8.5,0.27,0.289,0.289,0.291,2.139,0.053,107.437,5.239,0
25861,2774.6,40.01,29.117,8.625,8.5,0.271,0.298,0.298,0.293,2.141,0.053,107.542,5.294,0
25862,2774.7,40.006,29.925,8.625,8.5,0.273,0.304,0.304,0.293,2.142,0.054,107.851,5.344,0
25863,2774.8,40.029,30.034,8.625,8.5,0.273,0.298,0.298,0.291,2.143,0.054,108.058,5.359,0
25864,2774.9,40.053,27.92,8.625,8.5,0.274,0.293,0.293,0.289,2.142,0.054,108.175,5.332,0
25865,2775.0,40.076,30.392,8.648,8.5,0.28,0.282,0.282,0.284,2.14,0.054,108.195,5.284,0
25866,2775.1,40.064,31.824,8.672,8.5,0.29,0.282,0.282,0.281,2.139,0.055,107.983,5.248,0
25867,2775.2,40.051,32.711,8.609,8.5,0.295,0.3,0.3,0.284,2.138,0.055,107.525,5.238,0
25868,2775.3,40.038,32.299,8.578,8.5,0.307,0.31,0.31,0.282,2.138,0.055,107.123,5.253,0
25869,2775.4,39.843,30.661,8.602,8.5,0.315,0.308,0.308,0.277,2.139,0.054,106.759,5.271,0
25870,2775.5,39.648,30.4,8.625,8.5,0.321,0.291,0.291,0.273,2.14,0.053,106.439,5.254,0
25871,2775.6,39.454,31.006,8.625,8.5,0.34,0.298,0.298,0.271,2.142,0.052,106.053,5.196,0
25872,2775.7,39.561,33.407,8.625,8.5,0.399,0.313,0.313,0.272,2.145,0.05,105.673,5.118,0
25873,2775.8,39.668,32.232,8.625,8.5,0.459,0.328,0.328,0.27,2.149,0.048,105.311,5.093,0
25874,2775.9,39.772,31.055,8.625,8.5,0.519,0.458,0.458,0.268,2.154,0.045,105.082,5.067,0
25875,2776.0,38.703,29.492,8.625,8.5,0.786,0.844,0.844,0.253,2.163,0.041,105.032,5.156,0
25876,2776.1,37.634,28.018,8.648,8.5,0.929,1.066,1.066,0.23,2.179,0.035,105.285,5.317,0
25877,2776.2,36.563,29.488,8.625,8.5,1.074,1.291,1.291,0.207,2.2,0.028,105.324,5.496,0
25878,2776.3,34.847,27.853,8.625,8.5,1.962,3.335,3.335,0.187,2.227,0.021,105.017,5.649,0
25879,2776.4,33.131,27.771,8.625,8.5,2.368,4.902,4.902,0.173,2.257,0.019,103.987,5.747,0
25880,2776.5,31.415,29.824,8.578,8.5,2.228,5.134,5.134,0.169,2.286,0.023,100.752,5.764,0
25881,2776.6,29.697,30.32,8.578,8.5,2.209,5.039,5.039,0.17,2.308,0.033,96.484,5.692,0
25882,2776.7,27.98,31.063,8.578,8.5,2.058,3.826,3.826,0.178,2.315,0.046,91.077,5.556,0
25883,2776.8,26.263,31.918,8.625,8.5,2.018,2.437,2.437,0.185,2.308,0.055,86.41,5.423,0
25884,2776.9,24.721,32.083,8.602,8.5,2.277,1.736,1.736,0.191,2.293,0.053,82.814,5.379,0
25885,2777.0,23.179,31.621,8.625,8.5,2.877,2.022,2.022,0.189,2.284,0.043,82.415,5.473,0
25886,2777.1,21.639,31.342,8.625,8.5,4.0,3.302,3.302,0.179,2.29,0.031,84.416,5.723,0
25887,2777.2,21.128,32.545,8.641,8.5,3.6,4.629,4.629,0.16,2.319,0.024,87.541,6.086,0
25888,2777.3,20.617,33.437,8.688,8.5,3.199,5.952,5.952,0.141,2.365,0.027,90.428,6.448,0
25889,2777.4,20.102,33.845,8.75,8.5,2.903,5.049,5.049,0.127,2.41,0.036,91.76,6.692,0
25890,2777.5,17.815,35.325,8.703,8.5,2.028,2.502,2.502,0.126,2.439,0.046,91.876,6.797,0
25891,2777.6,15.528,36.407,8.703,8.5,1.597,2.181,2.181,0.129,2.453,0.052,89.478,6.837,0
25892,2777.7,13.244,39.674,8.688,8.5,1.506,1.913,1.913,0.138,2.46,0.057,87.607,6.868,0
25893,2777.8,12.494,41.165,8.703,8.5,1.408,1.608,1.608,0.153,2.464,0.064,86.197,6.905,0
25894,2777.9,11.744,43.578,8.703,8.5,1.415,1.654,1.654,0.174,2.463,0.071,86.073,6.952,0
25895,2778.0,10.997,50.453,8.687,8.5,1.517,1.88,1.88,0.201,2.453,0.076,86.847,7.004,0
25896,2778.1,11.377,54.177,8.672,8.5,1.518,1.919,1.919,0.223,2.436,0.079,88.413,7.042,0
25897,2778.2,11.757,55.532,8.672,8.5,1.428,1.751,1.751,0.238,2.417,0.079,89.425,7.045,0
25898,2778.3,12.138,51.839,8.672,8.5,1.347,1.371,1.371,0.241,2.402,0.077,89.775,7.012,0
25899,2778.4,13.061,53.594,8.672,8.5,1.109,1.093,1.093,0.234,2.393,0.075,89.413,6.954,0
25900,2778.5,13.984,49.267,8.703,8.5,1.131,1.014,1.014,0.219,2.388,0.071,87.454,6.855,0
25901,2778.6,14.907,43.775,8.687,8.5,1.14,0.987,0.987,0.195,2.385,0.066,84.633,6.697,0
25902,2778.7,15.769,37.456,8.672,8.5,1.148,0.961,0.961,0.17,2.389,0.058,80.778,6.5,0
25903,2778.8,16.631,33.562,8.625,8.5,1.224,1.067,1.067,0.143,2.406,0.053,76.798,6.335,0
25904,2778.9,17.491,28.444,8.625,8.5,1.435,1.559,1.559,0.114,2.436,0.054,72.929,6.252,0
25905,2779.0,17.545,23.888,8.625,8.5,1.567,2.866,2.866,0.094,2.47,0.061,69.258,6.248,0
25906,2779.1,17.599,23.276,8.625,8.5,1.807,4.214,4.214,0.082,2.495,0.067,66.584,6.26,0
25907,2779.2,17.652,23.021,8.625,8.5,1.897,4.873,4.873,0.078,2.506,0.072,64.558,6.226,0
25908,2779.3,17.349,21.689,8.625,8.5,1.889,4.934,4.934,0.082,2.506,0.076,63.492,6.121,0
25909,2779.4,17.046,22.648,8.625,8.5,1.837,4.773,4.773,0.096,2.496,0.086,63.719,5.937,0
25910,2779.5,16.744,27.125,8.625,8.5,1.586,4.058,4.058,0.125,2.475,0.102,64.842,5.712,0
25911,2779.6,16.794,28.737,8.578,8.5,1.369,1.994,1.994,0.168,2.434,0.116,67.434,5.497,0
25912,2779.7,16.845,27.463,8.578,8.5,0.838,0.956,0.956,0.209,2.368,0.116,71.4,5.333,0
25913,2779.8,16.895,27.551,8.578,8.5,0.781,0.66,0.66,0.242,2.288,0.101,75.886,5.242,0
25914,2779.9,17.043,27.974,8.578,8.5,0.684,0.656,0.656,0.262,2.218,0.079,80.684,5.218,0
25915,2780.0,17.191,30.124,8.578,8.5,0.614,0.571,0.571,0.272,2.174,0.062,85.587,5.242,0
25916,2780.1,17.339,29.396,8.578,8.5,0.572,0.479,0.479,0.278,2.155,0.055,90.3,5.297,0
25917,2780.2,17.678,28.197,8.625,8.5,0.51,0.41,0.41,0.279,2.149,0.054,94.047,5.351,0
25918,2780.3,18.018,28.596,8.672,8.5,0.463,0.368,0.368,0.276,2.145,0.053,96.695,5.383,0
25919,2780.4,18.36,27.049,8.672,8.5,0.419,0.345,0.345,0.271,2.141,0.051,98.507,5.392,0
25920,2780.5,19.731,25.705,8.672,8.5,0.394,0.346,0.346,0.267,2.14,0.049,98.591,5.396,0
25921,2780.6,21.102,27.105,8.648,8.5,0.361,0.301,0.301,0.259,2.143,0.048,97.772,5.398,0
25922,2780.7,22.475,27.767,8.672,8.5,0.335,0.298,0.298,0.257,2.148,0.047,96.394,5.378,0
25923,2780.8,24.622,27.553,8.672,8.5,0.321,0.288,0.288,0.259,2.153,0.046,94.951,5.319,0
25924,2780.9,26.769,27.785,8.625,8.5,0.307,0.277,0.277,0.265,2.157,0.046,93.905,5.232,0
25925,2781.0,28.914,26.548,8.578,8.5,0.293,0.273,0.273,0.27,2.159,0.047,93.212,5.146,0
25926,2781.1,30.277,26.251,8.578,8.5,0.286,0.271,0.271,0.271,2.161,0.048,93.65,5.107,0
25927,2781.2,31.64,28.102,8.625,8.5,0.283,0.268,0.268,0.271,2.163,0.049,94.633,5.123,0
25928,2781.3,33.002,27.341,8.625,8.5,0.276,0.268,0.268,0.275,2.165,0.05,96.106,5.163,0
25929,2781.4,33.788,29.526,8.625,8.5,0.273,0.267,0.267,0.278,2.166,0.052,97.526,5.183,0
25930,2781.5,34.573,29.592,8.625,8.5,0.271,0.264,0.264,0.279,2.164,0.051,98.181,5.178,0
25931,2781.6,35.359,27.83,8.625,8.5,0.271,0.271,0.271,0.276,2.161,0.05,98.0,5.158,0
25932,2781.7,36.258,27.442,8.625,8.5,0.271,0.274,0.274,0.271,2.159,0.047,97.197,5.139,0
25933,2781.8,37.156,27.276,8.625,8.5,0.272,0.276,0.276,0.268,2.158,0.045,96.623,5.12,0
25934,2781.9,38.054,27.852,8.625,8.5,0.274,0.279,0.279,0.27,2.16,0.044,96.393,5.104,0
25935,2782.0,38.662,28.108,8.578,8.5,0.275,0.28,0.28,0.278,2.161,0.046,96.605,5.114,0
25936,2782.1,39.271,27.901,8.625,8.5,0.276,0.282,0.282,0.281,2.162,0.049,96.911,5.165,0
25937,2782.2,39.878,27.481,8.625,8.5,0.278,0.28,0.28,0.283,2.163,0.051,97.291,5.241,0
25938,2782.3,39.896,27.418,8.625,8.5,0.28,0.28,0.28,0.28,2.163,0.053,97.177,5.325,0
25939,2782.4,39.914,25.784,8.625,8.5,0.282,0.278,0.278,0.275,2.161,0.054,96.862,5.388,0
25940,2782.5,39.932,29.33,8.625,8.5,0.284,0.276,0.276,0.269,2.161,0.054,96.313,5.413,0
25941,2782.6,39.91,28.179,8.625,8.5,0.285,0.276,0.276,0.265,2.162,0.055,95.658,5.379,0
25942,2782.7,39.888,28.091,8.625,8.5,0.289,0.276,0.276,0.262,2.165,0.055,95.141,5.305,0
25943,2782.8,39.867,26.011,8.625,8.5,0.294,0.276,0.276,0.262,2.168,0.055,95.033,5.232,0
25944,2782.9,39.886,25.754,8.625,8.5,0.299,0.277,0.277,0.263,2.17,0.055,95.243,5.187,0
25945,2783.0,39.905,28.964,8.625,8.5,0.302,0.272,0.272,0.264,2.17,0.054,95.552,5.163,0
25946,2783.1,39.925,27.583,8.672,8.5,0.305,0.27,0.27,0.262,2.169,0.053,95.861,5.14,0
25947,2783.2,39.912,26.83,8.648,8.5,0.308,0.272,0.272,0.263,2.168,0.051,95.735,5.112,0
25948,2783.3,39.899,25.696,8.625,8.5,0.314,0.272,0.272,0.26,2.167,0.05,95.32,5.093,0
25949,2783.4,39.886,26.149,8.625,8.5,0.321,0.27,0.27,0.255,2.168,0.05,94.418,5.099,0
25950,2783.5,39.842,27.253,8.625,8.5,0.327,0.273,0.273,0.253,2.171,0.052,93.419,5.147,0
25951,2783.6,39.798,28.077,8.625,8.5,0.329,0.277,0.277,0.253,2.178,0.055,92.416,5.248,0
25952,2783.7,39.754,27.479,8.625,8.5,0.337,0.279,0.279,0.253,2.186,0.059,91.673,5.368,0
25953,2783.8,39.428,27.541,8.625,8.5,0.342,0.277,0.277,0.251,2.192,0.06,91.29,5.441,0
25954,2783.9,39.101,27.867,8.625,8.5,0.345,0.272,0.272,0.25,2.195,0.06,91.168,5.434,0
25955,2784.0,38.776,28.381,8.625,8.5,0.344,0.271,0.271,0.25,2.197,0.058,91.422,5.355,0
25956,2784.1,38.806,28.03,8.578,8.5,0.342,0.27,0.27,0.255,2.201,0.056,91.813,5.26,0
25957,2784.2,38.836,27.946,8.578,8.5,0.337,0.274,0.274,0.256,2.204,0.056,92.316,5.193,0
25958,2784.3,38.866,27.991,8.578,8.5,0.332,0.281,0.281,0.257,2.204,0.056,92.994,5.169,0
25959,2784.4,38.969,28.171,8.578,8.5,0.327,0.288,0.288,0.259,2.201,0.055,93.557,5.184,0
25960,2784.5,39.072,29.064,8.578,8.5,0.323,0.29,0.29,0.261,2.196,0.055,94.017,5.23,0
25961,2784.6,39.175,27.701,8.625,8.5,0.316,0.295,0.295,0.258,2.193,0.054,95.818,5.289,0
25962,2784.7,39.165,27.93,8.625,8.5,0.312,0.292,0.292,0.256,2.192,0.056,97.729,5.345,0
25963,2784.8,39.155,28.82,8.578,8.5,0.306,0.287,0.287,0.257,2.193,0.059,99.756,5.383,0
25964,2784.9,39.146,28.795,8.625,8.5,0.304,0.279,0.279,0.256,2.193,0.062,99.082,5.407,0
25965,2785.0,39.207,27.471,8.625,8.5,0.302,0.283,0.283,0.259,2.19,0.064,98.53,5.415,0
25966,2785.1,39.267,26.288,8.625,8.5,0.302,0.286,0.286,0.263,2.185,0.062,98.341,5.406,0
25967,2785.2,39.328,25.76,8.625,8.5,0.301,0.289,0.289,0.264,2.179,0.059,98.155,5.378,0
25968,2785.3,39.408,26.437,8.625,8.5,0.305,0.293,0.293,0.263,2.176,0.054,98.241,5.334,0
25969,2785.4,39.487,25.836,8.625,8.5,0.306,0.3,0.3,0.261,2.177,0.051,98.777,5.294,0
25970,2785.5,39.566,27.651,8.578,8.5,0.31,0.305,0.305,0.263,2.181,0.051,99.292,5.283,0
25971,2785.6,39.578,27.157,8.625,8.5,0.311,0.305,0.305,0.261,2.187,0.054,99.808,5.309,0
25972,2785.7,39.591,26.638,8.625,8.5,0.313,0.305,0.305,0.263,2.192,0.058,100.337,5.355,0
25973,2785.8,39.602,27.268,8.625,8.5,0.313,0.301,0.301,0.263,2.192,0.06,100.335,5.389,0
25974,2785.9,39.322,27.011,8.625,8.5,0.313,0.298,0.298,0.262,2.189,0.06,100.085,5.4,0
25975,2786.0,39.041,27.254,8.625,8.5,0.313,0.298,0.298,0.259,2.186,0.059,99.525,5.394,0
25976,2786.1,38.76,29.351,8.625,8.5,0.314,0.295,0.295,0.256,2.184,0.057,98.366,5.377,0
25977,2786.2,38.277,28.316,8.625,8.5,0.314,0.293,0.293,0.255,2.183,0.056,97.34,5.354,0
25978,2786.3,37.794,27.404,8.625,8.5,0.315,0.295,0.295,0.256,2.182,0.055,97.387,5.323,0
25979,2786.4,37.311,26.198,8.625,8.5,0.315,0.295,0.295,0.257,2.181,0.054,97.27,5.297,0
25980,2786.5,37.006,26.137,8.625,8.5,0.316,0.296,0.296,0.257,2.18,0.053,97.19,5.293,0
25981,2786.6,36.701,27.038,8.625,8.5,0.316,0.294,0.294,0.254,2.179,0.053,97.569,5.312,0
25982,2786.7,36.396,28.154,8.625,8.5,0.315,0.294,0.294,0.25,2.178,0.053,97.443,5.336,0
25983,2786.8,36.371,27.05,8.625,8.5,0.314,0.293,0.293,0.248,2.176,0.053,97.108,5.342,0
25984,2786.9,36.345,27.454,8.625,8.5,0.313,0.29,0.29,0.248,2.174,0.052,97.096,5.33,0
25985,2787.0,36.319,26.73,8.625,8.5,0.313,0.287,0.287,0.253,2.174,0.052,96.985,5.302,0
25986,2787.1,36.509,26.85,8.625,8.5,0.312,0.291,0.291,0.259,2.173,0.052,96.839,5.263,0
25987,2787.2,36.699,27.598,8.625,8.5,0.311,0.291,0.291,0.263,2.173,0.051,96.977,5.228,0
25988,2787.3,36.889,28.262,8.625,8.5,0.31,0.293,0.293,0.264,2.172,0.051,97.019,5.224,0
25989,2787.4,37.018,27.43,8.625,8.5,0.31,0.293,0.293,0.261,2.172,0.051,97.023,5.25,0
25990,2787.5,37.146,27.248,8.625,8.5,0.31,0.295,0.295,0.257,2.172,0.052,97.865,5.287,0
25991,2787.6,37.275,26.691,8.625,8.5,0.309,0.294,0.294,0.256,2.171,0.052,98.618,5.311,0
25992,2787.7,37.442,27.714,8.625,8.5,0.308,0.294,0.294,0.257,2.169,0.051,99.29,5.309,0
25993,2787.8,37.609,27.899,8.625,8.5,0.307,0.294,0.294,0.259,2.168,0.05,99.32,5.284,0
25994,2787.9,37.775,27.588,8.625,8.5,0.306,0.293,0.293,0.261,2.17,0.049,99.291,5.251,0
25995,2788.0,37.905,27.111,8.625,8.5,0.306,0.292,0.292,0.263,2.172,0.05,99.197,5.218,0
25996,2788.1,38.034,28.313,8.625,8.5,0.306,0.292,0.292,0.265,2.174,0.051,99.212,5.193,0
25997,2788.2,38.164,28.521,8.625,8.5,0.304,0.291,0.291,0.267,2.174,0.052,99.295,5.182,0
25998,2788.3,38.146,27.575,8.625,8.5,0.304,0.292,0.292,0.267,2.172,0.052,99.461,5.194,0
25999,2788.4,38.128,26.79,8.625,8.5,0.303,0.292,0.292,0.266,2.171,0.052,99.571,5.239,0
26000,2788.5,38.11,27.982,8.625,8.5,0.303,0.291,0.291,0.265,2.173,0.054,99.679,5.308,0
26001,2788.6,38.029,28.559,8.672,8.5,0.303,0.29,0.29,0.261,2.175,0.057,99.796,5.373,0
26002,2788.7,37.948,26.823,8.625,8.5,0.304,0.29,0.29,0.262,2.176,0.058,100.055,5.402,0
26003,2788.8,37.866,27.159,8.625,8.5,0.304,0.289,0.289,0.26,2.175,0.058,100.364,5.395,0
26004,2788.9,37.631,27.735,8.625,8.5,0.304,0.289,0.289,0.256,2.174,0.058,100.721,5.37,0
26005,2789.0,37.396,28.138,8.672,8.5,0.305,0.29,0.29,0.255,2.173,0.057,100.723,5.351,0
26006,2789.1,37.161,28.66,8.625,8.5,0.305,0.287,0.287,0.257,2.172,0.056,100.642,5.337,0
26007,2789.2,37.034,27.536,8.625,8.5,0.305,0.291,0.291,0.257,2.171,0.055,100.577,5.328,0
26008,2789.3,36.906,25.75,8.625,8.5,0.305,0.291,0.291,0.255,2.171,0.055,100.522,5.33,0
26009,2789.4,36.779,25.016,8.672,8.5,0.305,0.29,0.29,0.257,2.171,0.055,100.457,5.349,0
26010,2789.5,36.711,26.356,8.672,8.5,0.306,0.29,0.29,0.262,2.171,0.055,100.344,5.377,0
26011,2789.6,36.644,27.901,8.672,8.5,0.306,0.287,0.287,0.266,2.17,0.055,100.353,5.403,0
