,DEPTH,ROP,GR,CALI,BS,RD,RT,RM,NPHI,RHOB,DRHO,DT,PEF,label
31661,3354.6,21.303,23.084,8.625,8.5,3.453,3.882,3.882,0.109,2.585,0.068,70.87,7.902,0
31662,3354.7,21.673,23.56,8.625,8.5,3.461,3.845,3.845,0.109,2.585,0.068,70.66,7.851,0
31663,3354.8,22.043,24.436,8.625,8.5,3.439,3.884,3.884,0.108,2.583,0.065,70.436,7.769,0
31664,3354.9,22.412,24.407,8.625,8.5,3.446,3.884,3.884,0.106,2.577,0.06,70.327,7.67,0
31665,3355.0,22.56,23.022,8.625,8.5,3.466,3.875,3.875,0.104,2.571,0.055,70.208,7.599,0
31666,3355.1,22.708,23.008,8.625,8.5,3.458,3.896,3.896,0.102,2.567,0.053,70.104,7.597,0
31667,3355.2,22.856,23.767,8.625,8.5,3.468,3.895,3.895,0.101,2.568,0.054,70.113,7.655,0
31668,3355.3,23.027,22.883,8.625,8.5,3.491,3.954,3.954,0.1,2.572,0.056,70.076,7.737,0
31669,3355.4,23.199,21.202,8.625,8.5,3.501,3.998,3.998,0.1,2.575,0.058,70.007,7.808,0
31670,3355.5,23.37,22.161,8.625,8.5,3.508,4.034,4.034,0.1,2.576,0.058,69.906,7.835,0
31671,3355.6,23.494,24.46,8.625,8.5,3.524,4.068,4.068,0.101,2.575,0.057,69.78,7.814,0
31672,3355.7,23.618,23.603,8.625,8.5,3.536,4.123,4.123,0.102,2.573,0.055,69.643,7.76,0
31673,3355.8,23.744,24.126,8.625,8.5,3.539,4.093,4.093,0.102,2.572,0.055,69.698,7.699,0
31674,3355.9,24.477,23.284,8.625,8.5,3.562,4.144,4.144,0.1,2.573,0.055,69.743,7.651,0
31675,3356.0,25.21,23.216,8.625,8.5,3.554,4.162,4.162,0.098,2.576,0.056,69.777,7.615,0
31676,3356.1,25.943,23.506,8.625,8.5,3.547,4.16,4.16,0.096,2.578,0.057,69.576,7.604,0
31677,3356.2,26.494,22.426,8.625,8.5,3.565,4.203,4.203,0.095,2.58,0.057,69.389,7.616,0
31678,3356.3,27.046,20.601,8.625,8.5,3.581,4.27,4.27,0.094,2.581,0.057,69.217,7.649,0
31679,3356.4,27.597,20.603,8.625,8.5,3.602,4.309,4.309,0.093,2.583,0.058,68.918,7.691,0
31680,3356.5,28.052,20.581,8.625,8.5,3.602,4.316,4.316,0.092,2.585,0.058,68.744,7.72,0
31681,3356.6,28.508,19.468,8.625,8.5,3.595,4.331,4.331,0.09,2.585,0.059,68.748,7.74,0
31682,3356.7,28.963,19.371,8.602,8.5,3.594,4.345,4.345,0.093,2.585,0.059,68.848,7.75,0
31683,3356.8,29.049,19.941,8.625,8.5,3.602,4.366,4.366,0.09,2.583,0.059,69.008,7.751,0
31684,3356.9,29.134,18.71,8.625,8.5,3.59,4.36,4.36,0.091,2.58,0.058,69.251,7.728,0
31685,3357.0,29.219,17.998,8.625,8.5,3.594,4.372,4.372,0.093,2.577,0.058,69.458,7.684,0
31686,3357.1,28.987,18.906,8.625,8.5,3.591,4.376,4.376,0.094,2.576,0.058,69.62,7.646,0
31687,3357.2,28.754,20.164,8.625,8.5,3.584,4.366,4.366,0.095,2.577,0.059,69.702,7.633,0
31688,3357.3,28.522,21.395,8.625,8.5,3.57,4.36,4.36,0.096,2.58,0.061,69.768,7.647,0
31689,3357.4,28.452,22.871,8.625,8.5,3.554,4.334,4.334,0.096,2.583,0.063,69.849,7.686,0
31690,3357.5,28.381,23.469,8.625,8.5,3.524,4.243,4.243,0.097,2.586,0.065,69.975,7.731,0
31691,3357.6,28.312,24.806,8.625,8.5,3.491,4.192,4.192,0.099,2.586,0.065,70.233,7.757,0
31692,3357.7,28.587,24.944,8.625,8.5,3.481,4.178,4.178,0.1,2.584,0.063,70.566,7.746,0
31693,3357.8,28.862,25.664,8.625,8.5,3.458,4.103,4.103,0.101,2.581,0.06,71.007,7.701,0
31694,3357.9,29.137,24.973,8.625,8.5,3.429,4.061,4.061,0.102,2.578,0.058,71.545,7.638,0
31695,3358.0,29.342,23.182,8.625,8.5,3.439,4.081,4.081,0.103,2.577,0.058,72.097,7.564,0
31696,3358.1,29.548,24.776,8.625,8.5,3.429,3.994,3.994,0.104,2.578,0.06,72.539,7.495,0
31697,3358.2,29.754,25.387,8.625,8.5,3.366,3.858,3.858,0.106,2.581,0.062,72.94,7.457,0
31698,3358.3,30.179,26.298,8.625,8.5,3.347,3.824,3.824,0.108,2.584,0.065,73.293,7.461,0
31699,3358.4,30.603,27.567,8.625,8.5,3.294,3.678,3.678,0.111,2.584,0.066,73.479,7.496,0
31700,3358.5,31.029,28.864,8.625,8.5,3.264,3.635,3.635,0.114,2.583,0.066,73.588,7.524,0
31701,3358.6,31.731,31.434,8.625,8.5,3.242,3.563,3.563,0.117,2.581,0.066,73.649,7.52,0
31702,3358.7,32.432,34.529,8.625,8.5,3.197,3.465,3.465,0.119,2.58,0.065,73.718,7.488,0
31703,3358.8,33.133,32.206,8.625,8.5,3.157,3.361,3.361,0.119,2.578,0.063,73.748,7.45,0
31704,3358.9,33.536,31.35,8.625,8.5,3.153,3.367,3.367,0.118,2.574,0.06,73.748,7.438,0
31705,3359.0,33.939,31.814,8.625,8.5,3.17,3.383,3.383,0.117,2.57,0.059,73.745,7.462,0
31706,3359.1,34.342,32.026,8.625,8.5,3.153,3.368,3.368,0.118,2.568,0.059,73.634,7.514,0
31707,3359.2,34.597,31.311,8.625,8.5,3.161,3.392,3.392,0.118,2.567,0.06,73.421,7.577,0
31708,3359.3,34.853,29.591,8.625,8.5,3.148,3.417,3.417,0.118,2.565,0.06,73.011,7.624,0
31709,3359.4,35.108,29.312,8.625,8.5,3.159,3.414,3.414,0.117,2.565,0.06,72.548,7.634,0
31710,3359.5,35.091,28.757,8.625,8.5,3.177,3.468,3.468,0.114,2.566,0.059,72.027,7.617,0
31711,3359.6,35.073,26.369,8.625,8.5,3.2,3.5,3.5,0.112,2.567,0.058,71.579,7.593,0
31712,3359.7,35.055,26.851,8.625,8.5,3.207,3.517,3.517,0.111,2.568,0.057,71.196,7.583,0
31713,3359.8,34.766,27.131,8.625,8.5,3.243,3.625,3.625,0.111,2.568,0.056,70.897,7.605,0
31714,3359.9,34.477,26.301,8.625,8.5,3.287,3.716,3.716,0.11,2.569,0.055,70.741,7.671,0
31715,3360.0,34.187,26.524,8.625,8.5,3.306,3.766,3.766,0.11,2.57,0.055,70.617,7.76,0
31716,3360.1,33.709,25.101,8.625,8.5,3.306,3.787,3.787,0.108,2.571,0.056,70.517,7.803,0
31717,3360.2,33.231,22.676,8.625,8.5,3.329,3.859,3.859,0.106,2.57,0.056,70.477,7.786,0
31718,3360.3,32.753,22.533,8.625,8.5,3.326,3.875,3.875,0.105,2.57,0.056,70.45,7.749,0
31719,3360.4,32.228,22.759,8.625,8.5,3.337,3.893,3.893,0.105,2.57,0.057,70.427,7.722,0
31720,3360.5,31.704,23.477,8.625,8.5,3.347,3.912,3.912,0.105,2.571,0.058,70.366,7.714,0
31721,3360.6,31.179,23.263,8.625,8.5,3.364,3.967,3.967,0.105,2.572,0.059,70.266,7.716,0
31722,3360.7,30.673,23.056,8.625,8.5,3.409,4.009,4.009,0.104,2.572,0.06,70.091,7.73,0
31723,3360.8,30.167,21.548,8.625,8.5,3.434,4.063,4.063,0.103,2.572,0.06,69.907,7.754,0
31724,3360.9,29.662,20.037,8.625,8.5,3.439,4.048,4.048,0.102,2.573,0.061,69.726,7.778,0
31725,3361.0,29.643,20.418,8.625,8.5,3.431,4.088,4.088,0.101,2.575,0.062,69.56,7.798,0
31726,3361.1,29.625,20.638,8.625,8.5,3.453,4.116,4.116,0.101,2.574,0.061,69.525,7.805,0
31727,3361.2,29.606,21.736,8.625,8.5,3.457,4.128,4.128,0.1,2.573,0.059,69.548,7.812,0
31728,3361.3,29.484,20.874,8.625,8.5,3.461,4.14,4.14,0.1,2.572,0.057,69.58,7.81,0
31729,3361.4,29.362,19.43,8.625,8.5,3.476,4.215,4.215,0.099,2.571,0.056,69.608,7.803,0
31730,3361.5,29.24,19.151,8.625,8.5,3.481,4.218,4.218,0.098,2.571,0.055,69.636,7.803,0
31731,3361.6,29.088,18.719,8.602,8.5,3.481,4.25,4.25,0.1,2.572,0.056,69.68,7.807,0
31732,3361.7,28.936,18.339,8.578,8.5,3.478,4.224,4.224,0.096,2.575,0.057,69.689,7.817,0
31733,3361.8,28.785,18.297,8.625,8.5,3.478,4.21,4.21,0.096,2.579,0.06,69.683,7.816,0
31734,3361.9,28.87,19.184,8.625,8.5,3.461,4.19,4.19,0.097,2.583,0.062,69.77,7.794,0
31735,3362.0,28.955,18.906,8.578,8.5,3.46,4.187,4.187,0.1,2.585,0.062,69.843,7.762,0
31736,3362.1,29.04,20.719,8.578,8.5,3.459,4.183,4.183,0.098,2.583,0.06,69.909,7.749,0
31737,3362.2,29.174,22.526,8.602,8.5,3.458,4.179,4.179,0.096,2.581,0.059,70.02,7.736,0
31738,3362.3,29.307,21.952,8.625,8.5,3.431,4.138,4.138,0.097,2.578,0.057,70.157,7.753,0
31739,3362.4,29.44,21.863,8.625,8.5,3.409,4.114,4.114,0.099,2.576,0.056,70.322,7.769,0
31740,3362.5,29.602,20.955,8.625,8.5,3.383,4.029,4.029,0.1,2.576,0.055,70.597,7.768,0
31741,3362.6,29.765,22.137,8.625,8.5,3.345,3.935,3.935,0.101,2.576,0.054,70.883,7.734,0
31742,3362.7,29.928,23.552,8.625,8.5,3.331,3.913,3.913,0.103,2.577,0.054,71.181,7.673,0
31743,3362.8,30.134,22.808,8.625,8.5,3.329,3.903,3.903,0.104,2.577,0.054,71.594,7.616,0
31744,3362.9,30.341,23.116,8.625,8.5,3.331,3.9,3.9,0.106,2.578,0.055,71.964,7.597,0
31745,3363.0,30.548,23.669,8.625,8.5,3.3,3.85,3.85,0.108,2.577,0.056,72.262,7.627,0
31746,3363.1,30.752,23.834,8.625,8.5,3.278,3.735,3.735,0.11,2.574,0.057,72.579,7.678,0
31747,3363.2,30.956,25.597,8.625,8.5,3.253,3.699,3.699,0.111,2.572,0.058,72.927,7.716,0
31748,3363.3,31.161,26.302,8.625,8.5,3.233,3.633,3.633,0.112,2.57,0.058,73.321,7.711,0
31749,3363.4,31.397,26.538,8.625,8.5,3.176,3.52,3.52,0.113,2.569,0.059,73.6,7.662,0
31750,3363.5,31.634,28.09,8.625,8.5,3.163,3.5,3.5,0.115,2.568,0.059,73.836,7.614,0
31751,3363.6,31.871,29.863,8.625,8.5,3.15,3.48,3.48,0.118,2.569,0.06,74.03,7.61,0
31752,3363.7,32.553,28.665,8.625,8.5,3.139,3.435,3.435,0.121,2.573,0.062,74.034,7.65,0
31753,3363.8,33.235,28.193,8.625,8.5,3.104,3.319,3.319,0.123,2.577,0.064,74.016,7.699,0
31754,3363.9,33.916,29.387,8.625,8.5,3.104,3.278,3.278,0.123,2.582,0.067,74.068,7.719,0
31755,3364.0,34.338,29.529,8.625,8.5,3.1,3.252,3.252,0.123,2.583,0.068,73.995,7.693,0
31756,3364.1,34.76,28.825,8.625,8.5,3.138,3.309,3.309,0.121,2.582,0.068,73.853,7.638,0
31757,3364.2,35.18,29.545,8.625,8.5,3.155,3.332,3.332,0.12,2.578,0.066,73.616,7.579,0
31758,3364.3,34.876,31.576,8.625,8.5,3.177,3.368,3.368,0.12,2.572,0.063,73.287,7.531,0
31759,3364.4,34.571,31.517,8.625,8.5,3.222,3.448,3.448,0.12,2.567,0.06,72.864,7.511,0
31760,3364.5,34.267,32.055,8.625,8.5,3.244,3.48,3.48,0.12,2.565,0.059,72.191,7.522,0
31761,3364.6,34.005,31.214,8.625,8.5,3.269,3.484,3.484,0.119,2.566,0.059,71.526,7.569,0
31762,3364.7,33.744,29.439,8.625,8.5,3.291,3.524,3.524,0.118,2.568,0.058,70.851,7.633,0
31763,3364.8,33.482,29.006,8.625,8.5,3.347,3.596,3.596,0.116,2.569,0.057,70.076,7.698,0
31764,3364.9,33.342,28.46,8.625,8.5,3.382,3.642,3.642,0.113,2.569,0.056,69.546,7.762,0
31765,3365.0,33.202,26.922,8.625,8.5,3.441,3.712,3.712,0.108,2.567,0.054,69.168,7.819,0
31766,3365.1,33.061,22.581,8.625,8.5,3.565,3.957,3.957,0.103,2.565,0.054,68.703,7.866,0
31767,3365.2,32.765,19.681,8.625,8.5,3.698,4.191,4.191,0.098,2.564,0.054,68.341,7.89,0
31768,3365.3,32.469,17.518,8.625,8.5,3.765,4.304,4.304,0.095,2.564,0.055,68.055,7.889,0
31769,3365.4,32.173,15.453,8.625,8.5,3.797,4.367,4.367,0.094,2.565,0.055,67.597,7.884,0
31770,3365.5,31.573,15.33,8.602,8.5,3.828,4.431,4.431,0.096,2.566,0.054,67.175,7.889,0
31771,3365.6,30.974,16.102,8.578,8.5,3.927,4.559,4.559,0.094,2.569,0.053,66.79,7.92,0
31772,3365.7,30.374,16.23,8.625,8.5,3.995,4.661,4.661,0.087,2.575,0.052,66.472,7.973,0
31773,3365.8,29.85,18.381,8.602,8.5,4.04,4.729,4.729,0.085,2.585,0.052,66.245,8.022,0
31774,3365.9,29.326,20.367,8.625,8.5,4.144,4.938,4.938,0.076,2.597,0.052,66.124,8.034,0
31775,3366.0,28.802,20.62,8.578,8.5,4.328,5.259,5.259,0.073,2.607,0.053,66.159,7.979,0
31776,3366.1,28.645,20.269,8.602,8.5,4.427,5.41,5.41,0.074,2.615,0.053,66.354,7.884,0
31777,3366.2,28.488,19.245,8.578,8.5,4.499,5.53,5.53,0.074,2.617,0.055,66.761,7.804,0
31778,3366.3,28.332,17.891,8.578,8.5,4.533,5.641,5.641,0.075,2.617,0.056,67.198,7.775,0
31779,3366.4,28.175,18.54,8.625,8.5,4.588,5.726,5.726,0.074,2.614,0.059,67.657,7.8,0
31780,3366.5,28.018,19.123,8.625,8.5,4.608,5.715,5.715,0.075,2.612,0.061,68.147,7.826,0
31781,3366.6,27.861,19.771,8.625,8.5,4.596,5.672,5.672,0.078,2.61,0.062,68.433,7.823,0
31782,3366.7,27.728,20.217,8.578,8.5,4.549,5.518,5.518,0.085,2.607,0.062,68.679,7.796,0
31783,3366.8,27.594,20.278,8.578,8.5,4.506,5.407,5.407,0.089,2.604,0.06,68.923,7.764,0
31784,3366.9,27.461,21.003,8.578,8.5,4.375,5.061,5.061,0.093,2.6,0.057,69.127,7.744,0
31785,3367.0,27.712,21.549,8.578,8.5,4.353,4.996,4.996,0.096,2.595,0.054,69.328,7.735,0
31786,3367.1,27.962,22.347,8.625,8.5,4.357,5.017,5.017,0.095,2.59,0.053,69.55,7.731,0
31787,3367.2,28.212,23.687,8.625,8.5,4.32,4.898,4.898,0.097,2.586,0.053,69.666,7.747,0
31788,3367.3,28.573,24.64,8.625,8.5,4.264,4.871,4.871,0.098,2.585,0.055,69.713,7.775,0
31789,3367.4,28.934,24.915,8.625,8.5,4.205,4.793,4.793,0.098,2.586,0.058,69.643,7.793,0
31790,3367.5,29.296,24.551,8.625,8.5,4.144,4.638,4.638,0.096,2.589,0.06,69.517,7.796,0
31791,3367.6,30.042,24.774,8.625,8.5,4.076,4.511,4.511,0.093,2.592,0.061,69.35,7.799,0
31792,3367.7,30.789,25.214,8.625,8.5,4.004,4.432,4.432,0.09,2.596,0.063,69.108,7.823,0
31793,3367.8,31.534,24.358,8.625,8.5,3.993,4.476,4.476,0.087,2.601,0.064,69.035,7.86,0
31794,3367.9,31.583,24.294,8.625,8.5,3.97,4.49,4.49,0.085,2.605,0.065,69.065,7.885,0
31795,3368.0,31.632,23.516,8.625,8.5,3.915,4.487,4.487,0.083,2.608,0.066,69.188,7.889,0
31796,3368.1,31.681,23.688,8.625,8.5,3.9,4.53,4.53,0.084,2.609,0.066,69.434,7.876,0
31797,3368.2,31.314,22.717,8.625,8.5,3.908,4.608,4.608,0.085,2.61,0.067,69.775,7.863,0
31798,3368.3,30.948,22.289,8.625,8.5,3.904,4.673,4.673,0.088,2.61,0.068,70.267,7.851,0
31799,3368.4,30.581,24.51,8.578,8.5,3.846,4.674,4.674,0.094,2.612,0.071,70.884,7.84,0
31800,3368.5,30.308,25.961,8.578,8.5,3.745,4.528,4.528,0.098,2.613,0.074,71.609,7.841,0
31801,3368.6,30.035,27.831,8.625,8.5,3.691,4.334,4.334,0.099,2.611,0.077,72.472,7.86,0
31802,3368.7,29.764,29.095,8.625,8.5,3.498,4.027,4.027,0.104,2.606,0.077,73.232,7.869,0
31803,3368.8,30.364,30.075,8.602,8.5,3.375,3.837,3.837,0.112,2.597,0.076,73.889,7.845,0
31804,3368.9,30.965,31.64,8.578,8.5,3.305,3.706,3.706,0.118,2.588,0.073,74.248,7.785,0
31805,3369.0,31.566,34.601,8.578,8.5,3.253,3.628,3.628,0.122,2.583,0.071,74.44,7.727,0
31806,3369.1,32.582,35.365,8.625,8.5,3.185,3.543,3.543,0.121,2.581,0.07,74.439,7.689,0
31807,3369.2,33.598,34.503,8.625,8.5,3.165,3.523,3.523,0.121,2.579,0.068,74.347,7.649,0
31808,3369.3,34.614,35.459,8.625,8.5,3.116,3.46,3.46,0.119,2.575,0.065,74.185,7.596,0
31809,3369.4,35.532,35.637,8.625,8.5,3.055,3.365,3.365,0.117,2.571,0.062,73.934,7.54,0
31810,3369.5,36.451,32.437,8.625,8.5,3.019,3.282,3.282,0.117,2.568,0.061,73.939,7.504,0
31811,3369.6,37.37,33.872,8.625,8.5,3.013,3.323,3.323,0.117,2.569,0.061,74.075,7.498,0
31812,3369.7,38.252,33.109,8.625,8.5,3.02,3.37,3.37,0.119,2.57,0.061,74.382,7.495,0
31813,3369.8,39.134,34.365,8.625,8.5,3.017,3.417,3.417,0.121,2.571,0.062,74.625,7.48,0
31814,3369.9,40.014,35.578,8.625,8.5,3.017,3.44,3.44,0.122,2.57,0.062,74.862,7.449,0
31815,3370.0,39.624,35.331,8.625,8.5,2.981,3.399,3.399,0.125,2.568,0.063,75.114,7.419,0
31816,3370.1,39.234,36.078,8.625,8.5,2.914,3.229,3.229,0.13,2.564,0.063,75.061,7.394,0
31817,3370.2,38.843,37.641,8.625,8.5,2.88,3.161,3.161,0.134,2.559,0.062,74.938,7.368,0
31818,3370.3,37.462,38.512,8.625,8.5,2.846,3.103,3.103,0.137,2.554,0.061,74.846,7.352,0
31819,3370.4,36.082,39.527,8.625,8.5,2.811,2.99,2.99,0.137,2.552,0.06,74.512,7.359,0
31820,3370.5,34.703,40.935,8.625,8.5,2.796,2.994,2.994,0.136,2.554,0.062,74.117,7.391,0
31821,3370.6,33.858,39.509,8.625,8.5,2.818,3.08,3.08,0.133,2.559,0.065,73.804,7.44,0
31822,3370.7,33.012,37.683,8.625,8.5,2.835,3.144,3.144,0.13,2.566,0.068,73.26,7.479,0
31823,3370.8,32.168,35.617,8.625,8.5,2.867,3.176,3.176,0.127,2.568,0.07,72.635,7.492,0
31824,3370.9,31.411,32.528,8.625,8.5,2.908,3.267,3.267,0.121,2.567,0.07,72.107,7.479,0
31825,3371.0,30.653,30.994,8.625,8.5,2.968,3.411,3.411,0.116,2.564,0.068,71.669,7.463,0
31826,3371.1,29.897,30.208,8.625,8.5,3.005,3.477,3.477,0.111,2.561,0.066,71.316,7.46,0
31827,3371.2,29.281,27.728,8.625,8.5,3.054,3.586,3.586,0.109,2.561,0.064,71.231,7.463,0
31828,3371.3,28.664,28.853,8.625,8.5,3.106,3.759,3.759,0.11,2.563,0.064,71.339,7.455,0
31829,3371.4,28.048,29.109,8.625,8.5,3.148,3.777,3.777,0.113,2.566,0.064,71.595,7.412,0
31830,3371.5,27.45,29.882,8.625,8.5,3.133,3.711,3.711,0.121,2.57,0.066,72.076,7.347,0
31831,3371.6,26.852,33.08,8.625,8.5,3.119,3.613,3.613,0.128,2.575,0.068,72.671,7.299,0
31832,3371.7,26.254,36.054,8.578,8.5,3.1,3.523,3.523,0.136,2.578,0.07,73.356,7.307,0
31833,3371.8,26.039,36.876,8.578,8.5,3.102,3.481,3.481,0.136,2.577,0.071,73.852,7.361,0
31834,3371.9,25.823,37.152,8.625,8.5,3.119,3.464,3.464,0.137,2.571,0.07,74.118,7.435,0
31835,3372.0,25.61,37.867,8.625,8.5,3.133,3.435,3.435,0.133,2.564,0.069,74.155,7.504,0
31836,3372.1,26.676,38.624,8.672,8.5,3.15,3.472,3.472,0.132,2.561,0.068,73.769,7.56,0
31837,3372.2,27.741,36.913,8.672,8.5,3.163,3.486,3.486,0.132,2.56,0.068,73.264,7.591,0
31838,3372.3,28.806,36.309,8.625,8.5,3.17,3.456,3.456,0.129,2.561,0.069,72.629,7.603,0
31839,3372.4,29.517,36.783,8.672,8.5,3.254,3.608,3.608,0.122,2.562,0.071,71.841,7.607,0
31840,3372.5,30.229,35.086,8.672,8.5,3.347,3.76,3.76,0.119,2.563,0.072,71.005,7.621,0
31841,3372.6,30.94,35.173,8.648,8.5,3.383,3.894,3.894,0.119,2.565,0.072,70.116,7.634,0
31842,3372.7,30.742,30.775,8.625,8.5,3.477,4.09,4.09,0.116,2.565,0.071,69.451,7.631,0
31843,3372.8,30.545,29.344,8.625,8.5,3.555,4.282,4.282,0.114,2.563,0.069,68.854,7.595,0
31844,3372.9,30.348,27.098,8.625,8.5,3.628,4.353,4.353,0.112,2.559,0.064,68.327,7.541,0
31845,3373.0,30.412,24.585,8.625,8.5,3.671,4.528,4.528,0.11,2.556,0.059,67.918,7.509,0
31846,3373.1,30.477,23.777,8.625,8.5,3.734,4.706,4.706,0.108,2.556,0.055,67.577,7.528,0
31847,3373.2,30.54,23.318,8.625,8.5,3.82,4.849,4.849,0.106,2.561,0.052,67.336,7.592,0
31848,3373.3,29.823,21.823,8.625,8.5,3.873,4.959,4.959,0.104,2.566,0.051,67.261,7.657,0
31849,3373.4,29.107,21.612,8.625,8.5,3.939,5.05,5.05,0.104,2.572,0.052,67.296,7.694,0
31850,3373.5,28.39,23.217,8.625,8.5,4.0,5.143,5.143,0.105,2.577,0.054,67.513,7.697,0
31851,3373.6,27.755,23.515,8.625,8.5,4.022,5.108,5.108,0.106,2.582,0.057,68.136,7.679,0
31852,3373.7,27.12,23.41,8.625,8.5,3.987,4.902,4.902,0.107,2.587,0.06,68.923,7.655,0
31853,3373.8,26.486,24.906,8.578,8.5,3.924,4.67,4.67,0.112,2.588,0.062,69.784,7.633,0
31854,3373.9,26.295,26.746,8.578,8.5,3.924,4.665,4.665,0.116,2.585,0.061,70.818,7.623,0
31855,3374.0,26.104,29.065,8.625,8.5,3.912,4.628,4.628,0.119,2.581,0.061,71.887,7.648,0
31856,3374.1,25.916,30.992,8.625,8.5,3.905,4.583,4.583,0.127,2.58,0.064,72.74,7.695,0
31857,3374.2,27.08,35.283,8.625,8.5,3.899,4.544,4.544,0.136,2.58,0.068,73.347,7.723,0
31858,3374.3,28.243,38.788,8.625,8.5,3.893,4.523,4.523,0.138,2.579,0.072,73.749,7.695,0
31859,3374.4,29.407,41.891,8.672,8.5,3.871,4.436,4.436,0.139,2.576,0.073,73.644,7.625,0
31860,3374.5,30.489,46.058,8.672,8.5,3.828,4.257,4.257,0.137,2.572,0.072,73.202,7.539,0
31861,3374.6,31.571,49.014,8.672,8.5,3.7,3.825,3.825,0.134,2.567,0.069,72.529,7.448,0
31862,3374.7,32.653,51.169,8.672,8.5,3.514,3.423,3.423,0.13,2.563,0.065,71.859,7.377,0
31863,3374.8,33.634,49.464,8.625,8.5,3.476,3.352,3.352,0.129,2.561,0.062,71.36,7.358,0
31864,3374.9,34.615,48.212,8.625,8.5,3.581,3.493,3.493,0.124,2.564,0.061,71.007,7.404,0
31865,3375.0,35.593,45.768,8.625,8.5,3.596,3.505,3.505,0.118,2.567,0.061,70.801,7.485,0
31866,3375.1,35.053,39.618,8.625,8.5,3.681,3.76,3.76,0.114,2.569,0.061,70.538,7.567,0
31867,3375.2,34.512,33.794,8.625,8.5,3.958,4.179,4.179,0.111,2.569,0.061,70.217,7.629,0
31868,3375.3,33.972,32.519,8.625,8.5,4.055,4.464,4.464,0.109,2.57,0.061,69.858,7.67,0
31869,3375.4,33.478,30.618,8.625,8.5,4.039,4.357,4.357,0.107,2.573,0.061,69.629,7.694,0
31870,3375.5,32.983,30.552,8.625,8.5,4.041,4.365,4.365,0.105,2.577,0.061,69.561,7.715,0
31871,3375.6,32.489,29.272,8.625,8.5,4.062,4.404,4.404,0.102,2.581,0.062,69.506,7.74,0
31872,3375.7,32.312,26.374,8.625,8.5,4.121,4.502,4.502,0.1,2.584,0.062,69.486,7.769,0
31873,3375.8,32.134,25.624,8.625,8.5,4.164,4.54,4.54,0.098,2.585,0.062,69.516,7.773,0
31874,3375.9,31.956,25.136,8.625,8.5,4.222,4.636,4.636,0.097,2.584,0.062,69.339,7.737,0
31875,3376.0,31.632,25.534,8.625,8.5,4.306,4.754,4.754,0.095,2.582,0.06,69.173,7.672,0
31876,3376.1,31.309,27.615,8.625,8.5,4.333,4.813,4.813,0.095,2.58,0.06,69.083,7.612,0
31877,3376.2,30.984,27.062,8.625,8.5,4.353,4.806,4.806,0.095,2.581,0.059,68.966,7.581,0
31878,3376.3,30.289,25.696,8.625,8.5,4.392,4.847,4.847,0.095,2.582,0.059,68.858,7.574,0
31879,3376.4,29.594,24.359,8.625,8.5,4.436,4.882,4.882,0.094,2.583,0.058,68.784,7.561,0
31880,3376.5,28.899,23.372,8.625,8.5,4.483,4.895,4.895,0.094,2.581,0.057,68.719,7.534,0
31881,3376.6,28.282,23.429,8.625,8.5,4.549,5.016,5.016,0.093,2.579,0.056,68.676,7.513,0
31882,3376.7,27.665,22.934,8.625,8.5,4.616,5.081,5.081,0.092,2.581,0.057,68.69,7.533,0
31883,3376.8,27.048,22.975,8.625,8.5,4.685,5.186,5.186,0.091,2.584,0.06,68.746,7.599,0
31884,3376.9,26.537,22.225,8.625,8.5,4.756,5.251,5.251,0.089,2.588,0.063,68.767,7.673,0
31885,3377.0,26.027,21.371,8.625,8.5,4.798,5.299,5.299,0.088,2.59,0.064,68.601,7.725,0
31886,3377.1,25.517,21.066,8.625,8.5,4.826,5.298,5.298,0.087,2.591,0.064,68.364,7.743,0
31887,3377.2,25.555,21.805,8.625,8.5,4.868,5.345,5.345,0.088,2.592,0.064,68.095,7.733,0
31888,3377.3,25.593,21.967,8.625,8.5,4.892,5.347,5.347,0.088,2.592,0.063,67.831,7.702,0
31889,3377.4,25.631,22.534,8.625,8.5,4.995,5.495,5.495,0.088,2.59,0.061,67.586,7.662,0
31890,3377.5,25.71,22.73,8.625,8.5,5.09,5.614,5.614,0.087,2.588,0.06,67.34,7.638,0
31891,3377.6,25.79,22.065,8.625,8.5,5.111,5.663,5.663,0.085,2.584,0.058,66.999,7.643,0
31892,3377.7,25.869,21.587,8.625,8.5,5.167,5.734,5.734,0.084,2.582,0.058,66.57,7.659,0
31893,3377.8,25.854,20.647,8.625,8.5,5.225,5.814,5.814,0.082,2.582,0.057,66.077,7.665,0
31894,3377.9,25.838,19.724,8.625,8.5,5.262,5.867,5.867,0.08,2.584,0.058,65.564,7.668,0
31895,3378.0,25.823,20.068,8.625,8.5,5.3,5.912,5.912,0.079,2.588,0.058,65.337,7.695,0
31896,3378.1,25.691,20.173,8.625,8.5,5.351,6.003,6.003,0.079,2.59,0.058,65.354,7.75,0
31897,3378.2,25.559,18.524,8.625,8.5,5.411,6.181,6.181,0.079,2.589,0.058,65.476,7.788,0
31898,3378.3,25.427,18.848,8.625,8.5,5.501,6.342,6.342,0.079,2.586,0.056,65.567,7.78,0
31899,3378.4,25.203,18.712,8.625,8.5,5.553,6.393,6.393,0.078,2.584,0.055,65.625,7.733,0
31900,3378.5,24.978,17.817,8.625,8.5,5.558,6.423,6.423,0.078,2.582,0.054,65.447,7.686,0
